,Month,Day,Hour,Tp,Tmax,Tmin,HR,SolRad,UV,RS
1197,4,2,7,13.92,14.7,13.25,48.56,215.94,7.13,208.8
1198,4,2,8,21.76,22.2,21.25,30.96,431.97,17.43,444.48
1199,4,2,9,25.75,25.92,25.54,17.42,635.84,28.18,661.48
1200,4,2,10,27.28,27.53,27.06,16.91,791.92,31.72,706.86
1201,4,2,11,29.52,29.88,29.23,13.96,893.64,36.81,798.57
1202,4,2,12,30.94,31.33,30.59,9.55,934.38,38.86,843.29
1203,4,2,13,31.48,31.82,31.21,10.01,909.47,37.51,821.86
1204,4,2,14,32.04,32.36,31.75,9.44,820.93,33.05,748.57
1205,4,2,15,32.5,32.75,32.2,9.02,673.69,25.21,606.03
1206,4,2,16,31.96,32.3,31.5,10.38,480.58,18.54,483.67
1207,4,2,17,31.24,31.54,30.86,9.82,257.26,9.46,270.88
1208,4,2,18,28.56,29.1,28.07,12.59,56.87,1.9,51.97
1209,4,3,6,10.57,11.02,10.0,47.47,32.88,0.88,25.82
1210,4,3,7,14.67,15.36,13.98,47.78,220.28,7.14,209.87
1211,4,3,8,22.63,23.1,22.14,30.58,439.31,17.61,448.13
1212,4,3,9,26.79,27.01,26.53,18.11,637.58,28.19,663.27
1213,4,3,10,29.83,30.1,29.6,16.54,785.45,31.6,706.43
1214,4,3,11,32.5,32.96,32.1,12.28,876.59,36.53,793.57
1215,4,3,12,33.64,34.03,33.16,9.46,918.74,38.24,831.71
1216,4,3,13,34.76,35.2,34.35,8.65,896.34,36.92,813.86
1217,4,3,14,35.16,35.65,34.72,8.04,813.69,32.56,741.43
1218,4,3,15,35.28,35.71,34.9,7.83,666.16,25.65,612.63
1219,4,3,16,34.86,35.3,34.57,9.69,472.48,19.83,506.78
1220,4,3,17,33.57,33.78,33.37,9.3,256.44,9.52,272.05
1221,4,3,18,30.58,30.8,30.38,12.08,53.34,1.86,49.63
1222,4,4,6,10.67,11.1,10.26,50.22,33.84,0.94,26.79
1223,4,4,7,16.46,17.09,15.79,45.59,222.84,7.32,213.08
1224,4,4,8,23.41,23.78,23.05,24.7,441.58,17.74,449.07
1225,4,4,9,27.52,27.88,27.17,16.72,625.9,28.07,660.62
1226,4,4,10,30.44,30.81,30.06,13.62,779.32,31.34,700.86
1227,4,4,11,32.32,32.7,32.01,11.82,888.08,36.25,788.71
1228,4,4,12,34.31,34.99,33.84,9.98,922.46,38.2,829.0
1229,4,4,13,35.02,35.43,34.62,10.03,897.06,36.97,809.43
1230,4,4,14,35.23,35.58,34.93,10.4,815.81,32.74,738.71
1231,4,4,15,35.18,35.59,34.8,10.75,669.15,25.73,612.39
1232,4,4,16,34.43,34.78,34.09,11.93,460.4,20.11,516.52
1233,4,4,17,33.15,33.36,32.98,12.81,262.38,9.69,276.52
1234,4,4,18,30.76,31.01,30.48,13.34,61.02,1.95,56.45
1235,4,5,6,12.19,12.44,11.97,46.86,24.67,0.87,23.35
1236,4,5,7,15.12,15.6,14.66,44.42,140.48,6.1,147.7
1237,4,5,8,21.45,21.9,21.02,33.15,379.5,16.17,396.33
1238,4,5,9,25.83,26.25,25.44,24.54,427.72,21.74,471.52
1239,4,5,10,29.52,29.87,29.16,17.93,568.35,24.95,538.4
1240,4,5,11,31.96,32.54,31.6,12.64,648.3,26.09,550.47
1241,4,5,12,33.22,33.57,32.93,11.46,753.59,30.5,649.39
1242,4,5,13,33.91,34.24,33.53,10.69,764.06,31.62,700.07
1243,4,5,14,34.05,34.52,33.58,11.26,667.22,27.92,624.41
1244,4,5,15,33.5,33.78,33.26,12.36,501.34,20.45,460.64
1245,4,5,16,32.7,32.97,32.47,11.92,305.44,15.62,359.03
1246,4,5,17,31.24,31.47,31.02,12.88,164.43,7.56,162.02
1247,4,5,18,28.92,29.08,28.77,13.89,25.15,1.45,30.16
1248,4,6,6,13.37,13.69,13.08,46.95,26.26,0.85,25.27
1249,4,6,7,18.84,19.5,18.22,39.56,234.09,7.04,185.75
1250,4,6,8,23.32,23.76,22.96,34.02,289.08,13.4,290.12
1251,4,6,9,26.86,27.25,26.4,22.68,482.13,22.96,492.6
1252,4,6,10,32.12,32.59,31.67,14.38,668.72,25.83,558.34
1253,4,6,11,33.7,34.01,33.35,11.82,672.05,26.44,551.96
1254,4,6,12,35.97,36.36,35.6,10.15,903.82,37.0,793.29
1255,4,6,13,35.27,35.52,35.04,11.01,479.96,22.67,449.36
1256,4,6,14,34.32,34.44,34.2,11.3,360.23,17.93,348.89
1257,4,6,15,32.64,32.85,32.46,14.4,137.25,8.38,152.26
1258,4,6,16,30.9,30.99,30.8,15.87,96.65,5.92,107.48
1259,4,6,17,30.22,30.32,30.07,16.27,109.68,5.13,104.1
1260,4,6,18,29.5,29.66,29.33,16.02,13.32,0.96,14.06
1261,4,7,6,18.77,19.12,18.46,45.78,7.39,0.27,4.91
1262,4,7,7,18.9,19.2,18.56,51.68,31.96,1.56,31.47
1263,4,7,8,21.26,21.59,20.9,45.04,120.06,6.63,121.08
1264,4,7,9,23.14,23.46,22.8,44.66,177.94,10.38,186.85
1265,4,7,10,24.94,25.28,24.56,38.46,163.71,8.82,151.89
1266,4,7,11,28.42,28.79,28.09,31.21,397.5,19.84,362.57
1267,4,7,12,29.38,29.95,28.99,33.84,454.28,23.55,445.19
1268,4,7,13,30.73,31.09,30.26,32.41,565.21,25.48,491.07
1269,4,7,14,30.69,30.94,30.44,32.53,334.41,19.01,396.19
1270,4,7,15,30.94,31.22,30.62,33.68,498.64,21.71,480.09
1271,4,7,16,30.61,30.92,30.37,32.82,388.62,15.53,328.05
1272,4,7,17,30.1,30.24,29.93,32.98,258.33,10.13,274.18
1273,4,7,18,28.6,28.84,28.42,31.69,72.99,2.11,70.23
1274,4,8,6,14.21,14.56,13.92,85.88,39.25,1.2,31.72
1275,4,8,7,18.55,18.85,18.21,75.35,221.54,8.09,219.37
1276,4,8,8,23.05,23.43,22.66,59.55,425.84,18.8,446.3
1277,4,8,9,25.16,25.48,24.92,50.02,615.57,29.48,651.42
1278,4,8,10,27.09,27.36,26.74,38.26,776.95,33.0,699.86
1279,4,8,11,28.18,28.55,27.82,34.46,882.58,36.43,747.86
1280,4,8,12,28.66,29.0,28.36,32.41,923.18,35.46,697.04
1281,4,8,13,29.01,29.38,28.52,30.42,886.2,37.76,791.14
1282,4,8,14,28.73,29.09,28.42,30.15,808.67,33.57,728.43
1283,4,8,15,28.17,28.5,27.86,29.9,667.61,26.46,603.17
1284,4,8,16,27.64,27.87,27.42,30.09,485.7,20.86,508.77
1285,4,8,17,26.68,26.83,26.56,31.08,268.12,10.31,278.75
1286,4,8,18,25.19,25.36,25.01,33.45,69.04,2.18,60.66
1287,4,9,6,10.04,10.3,9.86,73.02,43.59,1.3,37.98
1288,4,9,7,15.11,15.62,14.6,60.97,235.97,8.36,233.4
1289,4,9,8,21.79,22.17,21.34,46.24,442.98,19.13,464.95
1290,4,9,9,25.72,26.12,25.42,35.55,624.45,29.73,668.8
1291,4,9,10,27.68,28.0,27.37,30.53,781.2,32.82,707.71
1292,4,9,11,28.44,28.81,28.15,28.39,885.04,37.65,798.29
1293,4,9,12,29.92,30.3,29.58,25.28,925.11,39.67,834.0
1294,4,9,13,30.96,31.33,30.59,21.08,910.53,38.39,818.71
1295,4,9,14,31.57,31.88,31.35,18.51,824.21,33.88,746.71
1296,4,9,15,31.98,32.26,31.71,18.06,683.78,26.71,621.71
1297,4,9,16,31.39,31.61,31.17,19.82,494.68,20.83,520.07
1298,4,9,17,29.36,29.55,29.12,26.45,278.6,10.29,285.53
1299,4,9,18,26.89,27.16,26.65,29.84,74.3,2.2,63.02
1300,4,10,6,15.47,15.86,15.17,76.0,41.32,1.34,36.89
1301,4,10,7,17.95,18.14,17.78,67.09,231.77,8.47,230.43
1302,4,10,8,20.21,20.42,20.02,55.9,433.61,19.2,464.38
1303,4,10,9,21.83,22.13,21.53,47.0,655.25,30.35,673.23
1304,4,10,10,22.58,22.9,22.33,45.5,527.12,32.3,677.46
1305,4,10,11,23.85,24.42,23.5,43.09,737.95,28.89,579.97
1306,4,10,12,23.98,24.23,23.67,43.23,449.45,31.79,635.33
1307,4,10,13,24.09,24.32,23.82,43.82,517.32,25.41,494.54
1308,4,10,14,24.51,24.76,24.22,42.86,539.34,25.01,504.57
1309,4,10,15,24.9,25.29,24.61,40.79,521.82,19.64,416.31
1310,4,10,16,25.03,25.38,24.68,39.52,477.4,18.85,426.18
1311,4,10,17,23.89,24.14,23.68,41.57,247.32,10.54,277.75
1312,4,10,18,22.57,22.72,22.45,44.11,74.73,2.31,62.02
1313,4,11,6,10.72,11.05,10.39,81.78,45.38,1.43,40.75
1314,4,11,7,16.19,16.58,15.81,70.62,236.21,8.62,237.68
1315,4,11,8,20.81,21.08,20.49,54.24,444.33,19.2,467.38
1316,4,11,9,23.66,23.89,23.42,42.98,628.89,30.08,672.53
1317,4,11,10,25.15,25.54,24.82,36.18,776.71,33.02,698.0
1318,4,11,11,26.48,26.85,26.12,33.66,871.57,38.65,807.57
1319,4,11,12,27.62,27.94,27.25,30.49,872.83,37.63,755.74
1320,4,11,13,28.57,28.98,28.11,28.02,918.16,39.18,819.86
1321,4,11,14,28.97,29.29,28.56,27.14,826.72,34.06,732.43
1322,4,11,15,28.95,29.26,28.6,28.38,673.98,26.86,609.54
1323,4,11,16,27.83,28.13,27.56,31.21,484.5,20.95,507.62
1324,4,11,17,26.03,26.22,25.84,32.99,275.32,10.42,277.48
1325,4,11,18,24.43,24.6,24.22,35.62,65.37,2.25,45.14
1326,4,12,6,13.39,13.64,13.14,79.36,45.43,1.52,42.88
1327,4,12,7,17.48,17.82,17.14,62.38,235.15,8.86,240.8
1328,4,12,8,20.22,20.54,19.94,49.03,440.37,19.43,468.33
1329,4,12,9,22.54,22.83,22.3,38.38,627.73,30.55,673.13
1330,4,12,10,24.49,24.88,24.18,33.9,780.76,33.71,711.43
1331,4,12,11,26.04,26.37,25.7,30.43,884.7,38.61,796.57
1332,4,12,12,27.24,27.71,26.77,27.49,925.3,40.49,835.71
1333,4,12,13,28.08,28.63,27.61,25.84,904.02,39.22,818.71
1334,4,12,14,28.78,29.16,28.41,24.17,822.43,34.54,743.14
1335,4,12,15,28.67,29.01,28.23,24.2,679.63,27.17,614.73
1336,4,12,16,28.73,29.03,28.46,23.96,495.21,21.31,515.2
1337,4,12,17,27.21,27.39,27.06,31.39,280.53,10.56,279.87
1338,4,12,18,25.3,25.47,25.12,36.36,81.83,2.38,67.0
1339,4,13,6,11.16,11.47,10.9,69.72,49.39,1.59,46.45
1340,4,13,7,16.75,17.24,16.21,58.54,243.7,8.99,247.6
1341,4,13,8,22.72,23.15,22.28,42.86,446.07,19.69,477.92
1342,4,13,9,26.16,26.47,25.86,35.24,624.88,29.49,676.18
1343,4,13,10,28.7,29.02,28.4,29.95,773.81,31.67,707.14
1344,4,13,11,30.87,31.25,30.54,21.4,880.89,36.85,793.14
1345,4,13,12,32.09,32.58,31.63,16.87,924.19,39.17,837.57
1346,4,13,13,32.98,33.47,32.59,15.12,902.03,37.73,816.71
1347,4,13,14,33.42,33.77,33.12,14.5,826.77,33.39,743.57
1348,4,13,15,33.11,33.41,32.85,14.68,689.09,26.6,623.17
1349,4,13,16,32.98,33.28,32.66,14.89,500.96,20.82,523.42
1350,4,13,17,30.8,31.04,30.58,23.99,286.47,10.42,284.38
1351,4,13,18,28.63,28.8,28.44,26.12,85.83,2.38,70.6
1352,4,14,6,11.63,11.97,11.39,66.14,51.27,1.67,48.92
1353,4,14,7,16.63,17.1,16.12,55.62,246.3,9.22,254.2
1354,4,14,8,23.08,23.57,22.67,37.1,448.39,20.1,482.83
1355,4,14,9,27.29,27.6,26.91,27.99,623.39,30.54,684.72
1356,4,14,10,29.46,29.62,29.3,24.72,804.96,33.5,720.71
1357,4,14,11,32.34,32.71,31.97,19.49,941.13,38.18,805.14
1358,4,14,12,33.45,33.84,33.13,17.38,993.32,39.73,839.43
1359,4,14,13,33.74,34.06,33.4,16.7,975.94,38.33,816.14
1360,4,14,14,34.06,34.46,33.66,15.93,885.67,33.72,744.43
1361,4,14,15,33.72,33.94,33.48,17.28,731.14,26.59,620.14
1362,4,14,16,32.57,32.84,32.28,17.75,535.14,21.16,524.57
1363,4,14,17,30.91,31.05,30.73,18.9,301.87,10.53,281.63
1364,4,14,18,28.93,29.11,28.75,19.35,83.13,2.45,73.31
1365,4,15,6,13.08,13.34,12.81,53.97,45.67,1.72,48.67
1366,4,15,7,17.79,18.27,17.39,48.96,240.61,9.25,254.13
1367,4,15,8,22.92,23.28,22.58,38.28,470.74,20.24,488.97
1368,4,15,9,25.55,25.83,25.32,31.05,687.93,30.87,694.8
1369,4,15,10,27.11,27.42,26.86,29.74,852.46,33.82,727.43
1370,4,15,11,28.27,28.66,27.87,26.68,959.73,38.38,811.57
1371,4,15,12,28.79,29.1,28.51,31.32,997.38,39.92,840.86
1372,4,15,13,29.2,29.57,28.85,27.12,972.08,38.42,817.57
1373,4,15,14,28.74,28.97,28.46,21.54,879.2,33.89,756.29
1374,4,15,15,29.13,29.41,28.9,20.57,724.86,26.69,628.34
1375,4,15,16,28.94,29.11,28.76,20.17,532.58,21.09,529.78
1376,4,15,17,27.69,27.82,27.59,21.72,307.95,10.53,284.83
1377,4,15,18,25.66,25.86,25.44,22.64,85.54,2.46,73.12
1378,4,16,6,10.64,10.79,10.51,99.91,33.99,1.62,46.34
1379,4,16,7,13.76,14.28,13.25,97.65,221.64,8.48,249.23
1380,4,16,8,20.81,21.26,20.37,58.28,465.09,18.86,489.9
1381,4,16,9,23.98,24.31,23.7,18.49,685.37,30.47,709.32
1382,4,16,10,26.05,26.4,25.74,12.34,855.59,33.78,751.57
1383,4,16,11,27.14,27.51,26.71,9.89,974.35,38.65,842.71
1384,4,16,12,28.22,28.53,27.92,9.12,1016.59,40.27,874.71
1385,4,16,13,29.02,29.49,28.66,9.1,992.26,38.82,850.43
1386,4,16,14,29.42,29.83,28.99,8.97,902.47,34.28,778.29
1387,4,16,15,29.57,29.97,29.26,8.74,756.29,27.09,647.07
1388,4,16,16,29.44,29.7,29.12,9.91,543.25,21.04,540.98
1389,4,16,17,27.86,28.09,27.64,13.34,316.88,10.52,290.78
1390,4,16,18,25.48,25.66,25.28,19.18,89.26,2.49,76.69
1391,4,17,6,8.15,8.48,7.8,60.74,53.3,1.9,57.25
1392,4,17,7,13.81,14.36,13.3,49.74,251.04,9.51,267.87
1393,4,17,8,20.59,21.08,20.19,31.09,478.41,20.1,504.98
1394,4,17,9,24.64,24.97,24.3,20.27,686.14,30.82,710.67
1395,4,17,10,27.95,28.23,27.66,13.76,848.16,33.34,741.14
1396,4,17,11,29.45,29.77,29.12,11.23,956.83,38.07,830.14
1397,4,17,12,30.76,31.25,30.27,10.4,998.92,39.68,864.57
1398,4,17,13,31.61,32.11,31.05,9.71,973.53,38.28,836.57
1399,4,17,14,32.07,32.49,31.73,9.7,888.08,33.95,762.86
1400,4,17,15,32.53,32.89,32.18,9.92,737.32,26.87,634.99
1401,4,17,16,31.3,31.63,31.05,13.75,534.7,20.94,530.77
1402,4,17,17,29.95,30.11,29.75,13.64,313.02,10.51,284.18
1403,4,17,18,27.97,28.14,27.77,15.87,91.58,2.53,78.13
1404,4,18,6,12.92,13.14,12.67,36.15,52.28,1.95,57.48
1405,4,18,7,17.22,17.72,16.75,36.22,248.62,9.56,271.02
1406,4,18,8,23.43,23.9,22.94,24.92,475.13,20.25,507.27
1407,4,18,9,27.32,27.69,27.02,16.66,680.79,30.56,714.65
1408,4,18,10,29.61,30.0,29.24,14.31,840.34,32.96,743.71
1409,4,18,11,31.69,32.09,31.33,12.58,943.02,37.19,827.57
1410,4,18,12,33.22,33.53,32.84,10.01,992.21,39.55,875.0
1411,4,18,13,33.91,34.26,33.55,9.17,979.56,38.16,842.29
1412,4,18,14,34.31,34.79,33.99,9.32,884.56,33.75,766.57
1413,4,18,15,34.06,34.34,33.82,9.14,744.99,26.73,636.77
1414,4,18,16,33.89,34.12,33.64,9.29,545.32,21.12,538.72
1415,4,18,17,31.92,32.11,31.73,12.68,318.23,10.6,289.35
1416,4,18,18,30.07,30.25,29.88,12.98,97.18,2.6,80.95
1417,4,19,6,11.49,11.81,11.18,46.22,56.0,2.02,61.63
1418,4,19,7,18.3,18.97,17.56,38.4,256.78,9.83,278.33
1419,4,19,8,24.24,24.5,23.91,24.4,485.56,20.47,513.93
1420,4,19,9,27.41,27.7,27.1,20.13,695.12,30.44,719.12
1421,4,19,10,30.42,30.76,30.13,14.41,846.08,33.05,749.0
1422,4,19,11,33.16,33.52,32.74,11.08,943.02,37.65,836.43
1423,4,19,12,34.79,35.17,34.45,9.17,991.78,39.11,872.71
1424,4,19,13,35.62,36.02,35.28,8.0,971.99,37.47,837.43
1425,4,19,14,35.75,36.08,35.47,8.32,888.37,33.28,764.14
1426,4,19,15,35.78,35.99,35.57,8.76,736.06,26.53,638.77
1427,4,19,16,34.76,35.02,34.42,11.57,534.8,20.85,536.52
1428,4,19,17,32.94,33.12,32.75,11.52,320.31,10.61,292.62
1429,4,19,18,30.97,31.18,30.74,11.48,102.44,2.63,82.32
1430,4,20,6,12.04,12.8,11.48,43.18,57.88,2.09,63.3
1431,4,20,7,18.68,19.13,18.23,36.24,253.83,9.88,277.5
1432,4,20,8,24.33,24.71,24.02,23.23,475.13,20.57,510.8
1433,4,20,9,28.66,29.06,28.25,15.24,676.39,30.57,713.45
1434,4,20,10,31.5,31.83,31.11,11.61,834.3,33.15,744.0
1435,4,20,11,33.1,33.3,32.84,10.22,944.32,37.96,833.86
1436,4,20,12,34.24,34.72,33.84,9.54,989.61,39.59,868.71
1437,4,20,13,35.36,35.66,35.1,8.98,962.76,37.94,837.0
1438,4,20,14,36.07,36.51,35.67,9.74,876.06,33.4,762.0
1439,4,20,15,35.83,36.03,35.59,10.59,733.21,26.35,630.24
1440,4,20,16,35.35,35.63,35.14,10.85,536.83,20.84,533.5
1441,4,20,17,33.89,34.06,33.73,11.18,320.55,10.53,290.63
1442,4,20,18,31.77,32.05,31.57,12.84,105.1,2.65,85.24
1443,4,21,6,11.64,12.02,11.26,45.07,62.52,2.21,70.76
1444,4,21,7,17.24,17.69,16.76,38.73,245.24,9.87,272.28
1445,4,21,8,24.12,24.6,23.54,25.0,469.58,20.52,507.83
1446,4,21,9,29.05,29.48,28.76,16.57,661.24,30.42,702.02
1447,4,21,10,31.36,31.73,31.04,13.95,818.61,33.14,732.29
1448,4,21,11,33.24,33.66,32.81,14.76,914.25,37.65,815.86
1449,4,21,12,34.6,34.93,34.3,14.13,974.06,39.54,854.14
1450,4,21,13,35.11,35.5,34.78,14.43,955.57,37.99,828.29
1451,4,21,14,35.19,35.6,34.79,14.37,869.54,33.48,753.43
1452,4,21,15,34.5,34.7,34.32,14.57,727.95,26.67,629.49
1453,4,21,16,34.4,34.59,34.2,14.11,530.12,20.97,526.55
1454,4,21,17,33.43,33.59,33.28,15.02,313.12,10.55,285.4
1455,4,21,18,31.26,31.5,30.96,16.47,102.54,2.68,81.63
1456,4,22,6,13.32,13.68,12.89,66.73,55.42,2.24,63.46
1457,4,22,7,19.26,19.72,18.82,52.29,248.43,10.05,275.8
1458,4,22,8,24.13,24.44,23.84,38.03,477.4,20.9,513.97
1459,4,22,9,27.4,27.8,27.1,31.5,684.02,31.49,730.75
1460,4,22,10,29.97,30.31,29.65,21.23,760.78,31.6,683.79
1461,4,22,11,32.4,32.76,32.13,16.98,845.5,37.48,830.71
1462,4,22,12,32.14,32.52,31.83,20.7,667.51,29.91,623.63
1463,4,22,13,32.61,32.91,32.3,19.66,689.72,29.26,607.6
1464,4,22,14,33.64,33.99,33.3,19.68,731.62,24.41,489.3
1465,4,22,15,33.71,33.99,33.46,21.13,636.37,22.55,486.11
1466,4,22,16,33.2,33.46,32.93,24.04,540.98,21.04,515.05
1467,4,22,17,31.49,31.65,31.28,27.58,322.24,10.97,293.87
1468,4,22,18,29.12,29.34,28.9,30.2,118.03,2.88,93.32
1469,4,23,6,14.13,14.49,13.78,64.42,52.81,2.25,56.43
1470,4,23,7,19.06,19.61,18.56,58.08,251.32,10.5,279.42
1471,4,23,8,24.34,24.62,24.1,51.13,465.86,20.95,501.82
1472,4,23,9,26.58,26.93,26.28,41.14,666.45,31.14,699.4
1473,4,23,10,28.38,28.74,28.04,33.4,827.06,34.16,737.29
1474,4,23,11,30.54,30.85,30.21,28.09,921.25,38.72,823.29
1475,4,23,12,31.75,32.15,31.25,25.83,969.38,40.17,852.71
1476,4,23,13,32.57,32.88,32.19,24.78,945.96,38.56,822.14
1477,4,23,14,33.2,33.63,32.79,23.93,861.05,33.79,744.86
1478,4,23,15,32.02,32.28,31.78,30.66,714.96,26.6,613.66
1479,4,23,16,30.74,30.94,30.51,32.88,532.63,21.23,522.22
1480,4,23,17,29.29,29.42,29.15,32.62,322.39,10.8,289.65
1481,4,23,18,27.51,27.67,27.33,33.19,105.39,2.81,81.45
1482,4,24,6,13.07,13.39,12.8,82.44,54.46,2.35,68.24
1483,4,24,7,18.31,18.71,17.91,72.93,246.5,10.2,277.43
1484,4,24,8,22.65,22.99,22.4,59.38,462.53,20.98,504.03
1485,4,24,9,24.76,25.05,24.56,50.98,663.7,31.31,706.98
1486,4,24,10,27.0,27.35,26.68,42.17,817.65,33.91,734.29
1487,4,24,11,29.22,29.59,28.85,31.82,921.68,38.55,819.57
1488,4,24,12,30.21,30.65,29.9,30.22,965.9,40.17,849.71
1489,4,24,13,31.19,31.57,30.89,30.24,940.03,38.65,819.29
1490,4,24,14,31.7,32.13,31.27,29.21,855.59,34.04,741.86
1491,4,24,15,31.68,32.02,31.36,29.02,717.76,27.0,616.74
1492,4,24,16,31.22,31.54,30.9,31.11,527.46,21.35,518.88
1493,4,24,17,29.76,29.91,29.58,33.98,316.26,10.86,289.07
1494,4,24,18,27.92,28.14,27.76,34.98,106.21,2.84,82.23
1495,4,25,6,13.96,14.3,13.65,82.48,52.72,2.31,67.34
1496,4,25,7,18.78,19.15,18.42,77.56,218.98,10.33,277.0
1497,4,25,8,22.64,22.97,22.34,61.74,406.48,20.42,477.03
1498,4,25,9,24.35,24.7,24.05,58.69,636.18,31.29,716.28
1499,4,25,10,26.53,26.8,26.22,49.74,807.7,33.78,732.43
1500,4,25,11,28.09,28.46,27.78,41.34,929.21,38.72,825.57
1501,4,25,12,29.56,29.89,29.24,35.16,967.3,40.12,847.0
1502,4,25,13,30.24,30.56,29.96,32.87,943.46,38.44,818.0
1503,4,25,14,30.3,30.75,29.94,32.43,858.88,33.96,745.29
1504,4,25,15,29.89,30.14,29.66,32.47,723.08,26.95,620.51
1505,4,25,16,29.36,29.62,29.13,33.36,534.46,21.45,523.4
1506,4,25,17,28.29,28.49,28.13,31.14,329.34,11.08,304.73
1507,4,25,18,26.64,26.84,26.46,30.44,117.84,2.94,90.52
1508,4,26,6,9.62,10.06,9.14,92.36,63.1,2.5,75.32
1509,4,26,7,16.45,16.96,15.95,70.72,253.55,10.4,289.03
1510,4,26,8,20.76,20.94,20.56,42.4,476.77,21.01,516.13
1511,4,26,9,22.1,22.41,21.84,37.94,680.06,31.52,718.88
1512,4,26,10,23.68,24.02,23.36,33.8,835.41,34.29,751.14
1513,4,26,11,25.17,25.64,24.67,26.57,944.08,38.61,834.0
1514,4,26,12,26.44,26.88,26.08,21.8,992.45,40.17,865.14
1515,4,26,13,27.3,27.64,27.04,18.71,976.42,38.65,839.86
1516,4,26,14,28.23,28.63,27.89,16.76,884.75,34.22,764.14
1517,4,26,15,28.53,28.93,28.07,16.33,740.41,27.16,638.03
1518,4,26,16,28.49,28.72,28.27,14.3,551.17,21.54,541.62
1519,4,26,17,26.9,27.14,26.69,20.41,326.3,10.7,303.42
1520,4,26,18,24.55,24.71,24.37,26.3,111.52,2.88,86.17
1521,4,27,6,9.04,9.45,8.72,63.17,64.59,2.63,78.06
1522,4,27,7,15.04,15.49,14.52,49.75,261.75,10.63,296.27
1523,4,27,8,20.32,20.64,19.94,37.13,480.25,21.25,523.37
1524,4,27,9,23.37,23.72,23.02,30.43,679.29,31.87,726.93
1525,4,27,10,26.03,26.53,25.56,24.56,833.82,34.38,755.86
1526,4,27,11,27.58,28.02,27.19,20.62,941.14,38.8,840.86
1527,4,27,12,29.13,29.57,28.72,16.94,992.94,40.45,875.71
1528,4,27,13,29.86,30.18,29.55,14.94,976.14,39.46,861.29
1529,4,27,14,30.34,30.7,30.0,13.74,891.51,34.97,779.29
1530,4,27,15,30.12,30.41,29.89,18.37,739.54,27.55,635.77
1531,4,27,16,29.1,29.36,28.84,18.6,553.48,22.14,547.7
1532,4,27,17,27.71,27.88,27.59,18.8,342.42,11.56,319.27
1533,4,27,18,25.66,25.89,25.45,16.6,127.4,3.12,93.19
1534,4,28,6,12.08,12.43,11.75,54.0,62.37,2.77,74.92
1535,4,28,7,17.32,17.74,16.93,42.64,251.61,11.09,287.45
1536,4,28,8,21.54,21.8,21.3,42.3,468.62,22.16,518.03
1537,4,28,9,23.81,24.14,23.55,43.22,665.62,32.74,716.85
1538,4,28,10,25.4,25.69,25.12,35.47,824.7,35.33,749.71
1539,4,28,11,26.58,26.96,26.26,33.76,931.48,39.83,833.43
1540,4,28,12,27.43,27.78,27.15,31.0,984.2,41.49,870.29
1541,4,28,13,28.5,28.8,28.16,26.06,968.75,39.96,849.57
1542,4,28,14,28.78,29.16,28.46,24.08,885.67,35.19,772.43
1543,4,28,15,28.06,28.3,27.78,24.72,749.72,28.16,646.69
1544,4,28,16,27.73,28.01,27.51,21.79,563.77,22.46,554.78
1545,4,28,17,26.45,26.61,26.31,19.76,350.1,11.72,323.95
1546,4,28,18,24.86,25.04,24.68,24.14,126.39,3.11,92.48
1547,4,29,6,9.66,10.06,9.26,65.05,67.39,2.88,81.68
1548,4,29,7,15.38,15.85,14.91,49.8,264.17,11.19,300.97
1549,4,29,8,19.93,20.18,19.68,36.6,483.77,21.84,537.57
1550,4,29,9,22.4,22.77,22.11,30.65,683.49,32.66,739.85
1551,4,29,10,24.32,24.66,23.93,25.24,830.59,35.14,764.43
1552,4,29,11,25.76,26.22,25.39,21.67,935.2,39.61,846.86
1553,4,29,12,27.15,27.69,26.74,18.94,981.11,41.21,878.29
1554,4,29,13,28.13,28.51,27.77,16.3,965.13,39.6,850.71
1555,4,29,14,28.59,28.9,28.25,15.54,879.88,34.95,770.71
1556,4,29,15,29.0,29.38,28.59,16.11,741.08,27.77,640.83
1557,4,29,16,28.45,28.69,28.25,19.48,548.13,21.96,543.08
1558,4,29,17,26.99,27.27,26.7,27.79,333.1,11.39,312.03
1559,4,29,18,24.67,24.85,24.5,32.17,120.98,3.14,89.94
1560,4,30,6,10.95,11.3,10.6,66.48,66.33,2.94,82.6
1561,4,30,7,16.67,17.13,16.18,51.96,263.68,11.35,302.67
1562,4,30,8,21.53,21.83,21.25,41.38,483.29,22.44,534.77
1563,4,30,9,24.77,25.01,24.48,28.8,680.45,33.03,730.12
1564,4,30,10,26.13,26.43,25.84,23.21,837.64,35.56,762.57
1565,4,30,11,27.17,27.49,26.86,26.76,937.32,40.21,840.71
1566,4,30,12,28.31,28.96,27.95,26.13,983.33,41.69,867.14
1567,4,30,13,28.94,29.41,28.58,26.4,953.3,39.62,829.0
1568,4,30,14,28.45,28.81,28.17,25.56,868.77,34.37,755.71
1569,4,30,15,28.23,28.5,27.95,24.1,738.76,27.61,637.5
1570,4,30,16,27.41,27.64,27.24,22.72,562.32,22.27,548.52
1571,4,30,17,26.45,26.61,26.29,23.06,354.63,11.96,324.88
1572,4,30,18,24.6,24.77,24.39,34.15,133.77,3.3,95.09
1573,5,1,6,11.51,11.97,11.07,83.29,66.04,3.06,86.02
