,Month,Day,Hour,Tp,Tmax,Tmin,HR,SolRad,UV,RS
387,1,30,16,26.82,27.05,26.58,21.36,303.29,11.67,319.75
388,1,30,17,24.78,25.26,24.22,20.93,111.25,3.63,114.33
389,1,30,18,20.51,21.32,19.74,25.85,2.99,0.12,1.99
390,1,31,6,7.01,7.32,6.66,61.14,0.29,0.0,0.0
391,1,31,7,6.83,7.53,6.38,62.55,32.85,0.72,23.37
392,1,31,8,11.77,12.7,10.94,52.04,208.84,6.3,190.18
393,1,31,9,17.15,18.14,16.23,38.17,403.15,14.85,397.93
394,1,31,10,22.43,23.13,21.9,25.98,561.74,19.98,485.06
395,1,31,11,25.34,25.83,24.86,19.94,662.13,25.48,585.77
396,1,31,12,27.5,27.95,27.01,16.73,710.67,27.9,631.43
397,1,31,13,28.8,29.31,28.35,14.94,709.39,27.19,626.71
398,1,31,14,28.99,29.39,28.58,16.06,638.91,23.41,553.73
399,1,31,15,28.77,29.12,28.49,19.2,499.34,17.56,421.83
400,1,31,16,27.96,28.34,27.58,22.58,309.01,11.74,320.63
401,1,31,17,25.82,26.21,25.34,25.36,115.16,3.7,116.1
402,1,31,18,22.54,23.17,21.92,32.09,3.5,0.13,2.36
403,2,1,6,14.07,14.2,13.96,78.82,0.29,0.0,0.0
404,2,1,7,13.74,13.84,13.64,76.12,7.36,0.51,6.89
405,2,1,8,14.48,14.69,14.2,63.49,96.77,4.52,95.54
406,2,1,9,15.38,15.57,15.18,52.64,190.13,10.7,228.17
407,2,1,10,16.49,17.07,15.96,46.62,462.89,19.1,458.61
408,2,1,11,18.16,18.58,17.75,38.28,708.59,25.64,630.03
409,2,1,12,18.11,18.65,17.55,35.04,587.49,27.02,628.39
410,2,1,13,18.55,19.03,18.1,27.62,709.03,26.56,620.16
411,2,1,14,18.31,19.16,17.72,28.68,525.53,23.75,576.24
412,2,1,15,18.33,18.78,18.04,27.69,485.36,17.28,421.74
413,2,1,16,17.83,18.05,17.63,29.05,318.28,11.83,334.92
414,2,1,17,16.54,16.86,16.22,30.94,118.44,3.76,120.72
415,2,1,18,14.28,14.66,13.94,36.22,3.52,0.14,2.72
416,2,2,6,2.34,2.71,1.96,78.33,0.29,0.0,0.0
417,2,2,7,1.11,1.66,0.74,80.28,28.99,0.77,21.1
418,2,2,8,5.42,6.46,4.42,67.65,207.03,6.32,189.18
419,2,2,9,11.17,11.85,10.44,44.83,411.75,14.8,403.37
420,2,2,10,14.7,15.26,14.2,28.3,592.27,19.79,504.7
421,2,2,11,16.44,16.91,16.03,18.32,713.95,25.0,609.47
422,2,2,12,17.11,17.55,16.77,16.87,766.45,27.43,657.43
423,2,2,13,17.73,18.17,17.39,14.03,753.2,26.88,652.29
424,2,2,14,18.49,19.09,18.09,14.13,669.37,23.34,575.97
425,2,2,15,18.71,19.15,18.33,13.8,527.46,17.49,445.0
426,2,2,16,18.7,19.07,18.46,12.38,334.48,11.87,346.75
427,2,2,17,17.44,17.82,17.01,11.92,130.64,3.81,130.85
428,2,2,18,14.36,14.82,13.93,17.22,4.34,0.15,3.12
429,2,3,6,2.0,2.18,1.76,45.62,0.29,0.0,0.0
430,2,3,7,0.92,1.51,0.28,50.14,36.55,0.8,26.94
431,2,3,8,3.91,5.0,2.86,43.19,221.51,6.53,202.88
432,2,3,9,9.96,10.8,9.12,27.71,426.98,15.08,418.98
433,2,3,10,14.12,14.68,13.64,17.56,591.38,19.9,511.06
434,2,3,11,16.7,17.47,16.25,12.75,705.43,24.89,609.47
435,2,3,12,18.64,19.27,18.14,9.21,765.03,27.44,661.71
436,2,3,13,20.27,20.79,19.88,8.37,753.17,27.21,656.29
437,2,3,14,21.04,21.43,20.67,8.68,676.85,24.17,587.33
438,2,3,15,21.28,21.71,20.91,8.68,534.29,18.12,453.74
439,2,3,16,21.17,21.35,20.96,8.1,341.31,12.31,355.05
440,2,3,17,20.11,20.44,19.69,7.92,134.47,3.99,135.87
441,2,3,18,16.56,17.2,15.95,9.54,5.02,0.16,3.69
442,2,4,6,-0.82,-0.28,-1.24,45.87,0.29,0.0,0.0
443,2,4,7,0.18,1.87,-0.66,43.52,42.07,0.85,29.5
444,2,4,8,8.32,9.35,7.47,27.55,232.04,6.72,212.55
445,2,4,9,13.1,13.67,12.43,18.63,433.15,15.36,428.77
446,2,4,10,16.78,17.48,16.25,13.79,608.71,20.19,520.11
447,2,4,11,20.4,21.03,19.81,10.04,720.18,25.7,623.89
448,2,4,12,22.74,23.24,22.23,8.51,769.88,28.59,671.0
449,2,4,13,24.49,25.19,23.93,7.4,753.27,28.0,663.0
450,2,4,14,25.35,25.92,24.9,7.05,676.42,24.42,592.04
451,2,4,15,25.54,25.92,25.18,6.62,536.78,18.36,456.31
452,2,4,16,25.22,25.48,24.94,7.62,344.28,12.57,356.58
453,2,4,17,23.28,23.82,22.67,8.68,134.88,4.14,135.86
454,2,4,18,18.71,19.46,17.92,15.69,4.56,0.18,3.76
455,2,5,6,0.99,1.35,0.51,60.22,0.29,0.0,0.0
456,2,5,7,2.7,3.28,2.14,51.99,38.67,0.86,27.76
457,2,5,8,8.08,9.14,7.07,40.43,226.22,6.83,210.27
458,2,5,9,13.8,14.57,13.02,23.25,429.87,15.52,424.88
459,2,5,10,18.0,18.88,17.23,20.01,594.03,20.26,514.77
460,2,5,11,21.28,21.85,20.83,12.87,702.42,25.68,612.59
461,2,5,12,22.68,23.26,22.24,10.98,760.03,28.69,664.43
462,2,5,13,24.54,25.1,24.05,9.44,747.67,28.16,658.0
463,2,5,14,25.52,26.01,25.09,9.28,670.77,24.46,586.63
464,2,5,15,26.28,26.61,25.94,8.58,532.14,18.33,453.97
465,2,5,16,26.15,26.43,25.86,8.85,340.3,12.56,355.3
466,2,5,17,24.73,25.47,24.05,12.2,128.89,4.19,133.51
467,2,5,18,19.53,20.18,18.93,27.21,1.64,0.19,1.6
468,2,6,6,3.94,4.41,3.49,57.02,0.38,0.0,0.0
469,2,6,7,5.08,6.11,4.11,48.36,34.76,0.84,28.35
470,2,6,8,11.53,12.52,10.47,26.54,233.9,7.23,234.68
471,2,6,9,17.18,17.93,16.4,17.65,448.62,15.77,453.6
472,2,6,10,21.83,22.47,21.18,13.61,597.32,20.49,521.87
473,2,6,11,24.37,24.73,24.02,10.09,682.06,26.44,625.83
474,2,6,12,25.85,26.39,25.38,8.95,693.63,26.69,592.33
475,2,6,13,27.62,28.02,27.28,7.84,669.7,26.95,627.67
476,2,6,14,29.15,29.57,28.78,7.25,658.36,23.79,577.69
477,2,6,15,29.52,29.77,29.28,6.73,463.33,16.98,423.37
478,2,6,16,29.28,29.55,28.97,7.46,248.38,11.68,309.2
479,2,6,17,26.59,27.38,25.74,12.29,108.74,4.17,111.86
480,2,6,18,21.55,22.17,20.98,24.57,2.1,0.2,2.35
481,2,7,6,4.6,4.98,4.35,64.39,0.29,0.0,0.0
482,2,7,7,4.6,5.05,4.14,62.35,17.6,0.87,11.12
483,2,7,8,10.14,11.3,8.59,43.74,280.14,7.17,245.72
484,2,7,9,15.31,16.07,14.66,30.4,334.7,14.18,334.12
485,2,7,10,20.69,21.55,20.01,19.56,566.52,19.99,488.3
486,2,7,11,22.72,22.96,22.46,16.45,418.6,17.61,366.57
487,2,7,12,24.44,24.88,23.99,14.36,511.41,21.58,461.43
488,2,7,13,25.44,25.69,25.28,12.52,398.18,18.38,374.93
489,2,7,14,25.59,25.74,25.44,14.08,312.85,14.75,291.5
490,2,7,15,25.56,25.72,25.38,16.14,270.88,11.9,244.31
491,2,7,16,24.95,25.13,24.74,16.72,146.01,8.09,163.97
492,2,7,17,22.73,23.17,22.22,22.24,50.59,2.7,56.86
493,2,7,18,19.78,20.17,19.33,28.86,1.54,0.14,1.25
494,2,8,6,11.52,11.98,11.18,54.36,0.36,0.0,0.0
495,2,8,7,11.76,12.08,11.51,53.41,10.35,0.74,8.25
496,2,8,8,13.11,13.63,12.62,47.07,86.99,4.74,84.54
497,2,8,9,17.03,17.67,16.3,28.88,246.72,11.1,231.73
498,2,8,10,21.24,21.96,20.4,22.24,324.13,13.37,262.51
499,2,8,11,24.72,25.22,24.36,14.32,328.68,15.47,279.2
500,2,8,12,27.2,27.62,26.88,10.11,406.27,18.64,386.77
501,2,8,13,29.18,29.8,28.56,10.57,659.18,31.11,769.71
502,2,8,14,30.71,31.34,30.17,10.66,547.28,21.13,458.84
503,2,8,15,31.82,32.17,31.46,9.44,589.5,16.65,399.07
504,2,8,16,31.05,31.54,30.41,12.24,330.23,12.51,343.52
505,2,8,17,27.99,28.63,27.42,21.37,87.26,3.29,97.26
506,2,8,18,24.82,25.16,24.42,25.66,2.65,0.12,2.57
507,2,9,6,6.22,6.82,5.7,59.4,0.34,0.0,0.0
508,2,9,7,6.74,7.44,6.22,59.65,44.39,1.02,31.14
509,2,9,8,12.13,13.41,10.93,45.58,237.08,7.23,217.77
510,2,9,9,20.98,21.98,19.69,23.19,438.85,16.03,432.9
511,2,9,10,25.34,25.81,24.92,14.8,604.97,21.38,523.63
512,2,9,11,27.98,28.41,27.52,13.08,711.47,26.65,619.63
513,2,9,12,30.54,31.01,30.16,11.88,753.85,29.12,669.14
514,2,9,13,32.26,32.63,31.93,10.0,733.09,28.46,667.43
515,2,9,14,33.47,34.11,33.1,7.76,650.52,24.54,597.03
516,2,9,15,33.64,33.97,33.36,7.64,510.8,18.23,463.06
517,2,9,16,33.72,34.1,33.38,8.28,317.65,12.7,355.87
518,2,9,17,32.68,33.57,31.68,9.97,127.59,4.46,135.64
519,2,9,18,26.36,27.11,25.53,19.76,4.97,0.24,4.67
520,2,10,6,7.5,7.8,7.0,54.98,0.29,0.0,0.0
521,2,10,7,7.95,8.69,7.35,55.18,45.02,1.05,32.2
522,2,10,8,13.64,14.94,12.24,43.22,235.61,7.3,216.92
523,2,10,9,22.09,22.92,21.09,19.8,437.31,16.53,433.58
524,2,10,10,26.0,26.54,25.47,14.02,598.38,21.56,521.21
525,2,10,11,29.24,29.85,28.63,11.4,695.03,26.71,613.23
526,2,10,12,31.73,32.27,31.19,10.01,730.29,29.07,660.14
527,2,10,13,33.6,34.06,33.15,8.75,713.93,28.34,656.71
528,2,10,14,34.14,34.72,33.52,8.56,640.28,24.67,592.33
529,2,10,15,33.74,34.1,33.47,9.47,507.79,18.43,460.34
530,2,10,16,33.26,33.64,32.92,10.2,318.48,11.88,338.43
531,2,10,17,31.33,31.91,30.61,12.39,125.69,4.2,129.85
532,2,10,18,26.16,26.89,25.42,23.5,5.24,0.25,4.19
533,2,11,6,9.86,10.41,9.34,47.51,0.29,0.0,0.0
534,2,11,7,8.56,9.56,7.88,53.98,45.6,1.09,34.08
535,2,11,8,14.68,15.7,13.51,40.83,235.42,7.31,217.93
536,2,11,9,21.24,22.24,20.15,25.96,432.38,16.1,424.23
537,2,11,10,26.36,26.85,25.84,14.78,604.0,21.18,511.14
538,2,11,11,29.24,29.77,28.79,12.14,683.32,26.34,609.79
539,2,11,12,31.96,32.47,31.48,10.11,735.05,28.29,652.86
540,2,11,13,33.95,34.41,33.55,9.18,721.89,27.34,651.29
541,2,11,14,34.75,35.16,34.31,9.16,610.08,23.26,545.33
542,2,11,15,35.09,35.39,34.68,9.11,512.35,19.51,489.61
543,2,11,16,34.86,35.08,34.65,9.22,349.4,13.5,373.82
544,2,11,17,32.85,33.51,32.16,10.98,123.52,4.59,131.7
545,2,11,18,28.36,29.19,27.62,17.02,8.06,0.28,7.34
546,2,12,6,8.69,9.2,8.16,54.17,0.31,0.0,0.0
547,2,12,7,9.54,10.23,8.92,49.73,51.41,1.14,36.21
548,2,12,8,14.89,16.05,13.67,37.15,248.76,7.51,228.03
549,2,12,9,22.31,23.14,21.3,24.68,449.88,16.76,448.53
550,2,12,10,26.62,27.14,26.02,16.51,606.46,21.76,531.16
551,2,12,11,30.19,30.82,29.51,12.27,700.63,26.7,625.11
552,2,12,12,32.61,33.26,32.04,9.6,745.79,29.22,681.71
553,2,12,13,34.27,34.74,33.85,8.11,730.7,28.73,678.57
554,2,12,14,35.09,35.57,34.68,8.33,661.33,25.19,610.2
555,2,12,15,35.11,35.45,34.79,8.7,508.39,19.24,485.1
556,2,12,16,34.56,34.79,34.32,8.93,336.65,13.56,376.18
557,2,12,17,32.78,33.38,32.25,9.9,129.16,4.58,126.65
558,2,12,18,28.14,29.04,27.22,15.45,9.9,0.3,9.06
559,2,13,6,8.52,8.84,8.24,56.86,0.29,0.0,0.0
560,2,13,7,9.43,10.22,8.71,54.76,50.06,1.19,36.01
561,2,13,8,14.91,15.78,13.95,40.21,243.41,7.6,223.47
562,2,13,9,21.58,22.42,20.45,29.57,437.72,16.65,437.33
563,2,13,10,26.07,26.72,25.32,19.9,593.53,21.63,521.24
564,2,13,11,30.14,30.64,29.46,13.74,689.59,26.93,618.41
565,2,13,12,31.85,32.33,31.44,11.24,733.58,29.25,666.43
566,2,13,13,33.3,33.71,32.93,10.58,716.82,28.51,657.29
567,2,13,14,33.93,34.3,33.57,10.35,622.95,24.72,590.86
568,2,13,15,34.15,34.4,33.71,9.28,521.06,19.16,475.06
569,2,13,16,34.02,34.26,33.78,10.07,342.25,13.49,369.15
570,2,13,17,32.49,33.04,31.92,11.75,145.09,4.89,150.24
571,2,13,18,27.61,28.45,26.78,16.69,8.88,0.31,7.31
572,2,14,6,8.02,8.28,7.85,59.99,0.29,0.0,0.0
573,2,14,7,8.44,8.9,8.0,55.83,30.49,1.1,23.67
574,2,14,8,13.44,14.48,12.32,45.22,207.63,6.88,186.08
575,2,14,9,19.36,20.42,18.46,33.8,392.41,15.74,400.87
576,2,14,10,25.16,25.85,24.42,19.7,579.77,21.4,506.54
577,2,14,11,28.1,28.56,27.57,13.75,678.42,26.17,598.0
578,2,14,12,30.11,30.56,29.65,12.38,711.25,28.11,651.29
579,2,14,13,31.74,32.06,31.36,11.18,738.72,29.08,684.43
580,2,14,14,32.62,33.07,32.22,9.94,670.5,25.54,614.93
581,2,14,15,33.5,33.9,33.06,8.94,537.75,19.44,485.51
582,2,14,16,33.34,33.81,32.99,8.92,345.36,13.76,375.4
583,2,14,17,31.09,31.52,30.61,13.38,160.13,5.09,161.05
584,2,14,18,27.19,28.01,26.5,17.57,11.25,0.34,8.42
585,2,15,6,7.3,7.93,6.88,58.86,0.36,0.0,0.0
586,2,15,7,7.0,7.9,6.26,57.09,58.68,1.32,41.47
587,2,15,8,14.2,15.52,12.95,43.1,261.68,8.07,238.48
588,2,15,9,21.26,22.23,20.39,25.75,454.52,17.36,457.78
589,2,15,10,25.76,26.39,25.11,15.17,619.23,22.48,544.99
590,2,15,11,28.8,29.38,28.11,11.27,715.52,27.35,644.71
591,2,15,12,30.95,31.42,30.46,9.82,753.46,29.93,695.57
592,2,15,13,31.79,32.23,31.42,9.17,750.14,29.66,690.71
593,2,15,14,32.88,33.25,32.52,8.19,681.08,26.0,621.73
594,2,15,15,33.74,34.08,33.39,7.65,544.65,19.81,492.53
595,2,15,16,33.77,34.12,33.53,7.57,363.23,14.11,385.43
596,2,15,17,32.37,32.85,31.85,8.76,162.35,5.25,162.73
597,2,15,18,28.13,28.8,27.5,15.43,11.83,0.36,9.46
598,2,16,6,9.03,9.3,8.67,48.82,0.48,0.0,0.0
599,2,16,7,10.89,11.67,10.23,42.99,59.5,1.38,43.33
600,2,16,8,15.69,16.74,14.47,41.48,261.44,8.22,241.55
601,2,16,9,22.42,23.32,21.39,25.09,458.81,17.62,457.8
602,2,16,10,26.62,27.33,25.94,18.0,610.64,22.61,546.87
603,2,16,11,30.09,30.69,29.41,12.37,708.93,27.76,650.86
604,2,16,12,32.34,32.87,31.96,10.19,753.51,30.16,697.14
605,2,16,13,33.68,34.11,33.12,9.88,744.97,29.62,691.86
606,2,16,14,34.51,34.98,34.04,9.42,676.18,25.97,624.09
607,2,16,15,34.83,35.14,34.47,10.04,538.42,19.7,492.0
608,2,16,16,34.33,34.59,34.1,10.64,358.18,14.04,383.92
609,2,16,17,32.96,33.48,32.42,11.21,159.94,5.24,162.08
610,2,16,18,27.95,28.82,27.11,16.82,11.39,0.38,8.95
611,2,17,6,8.53,8.99,8.14,62.56,0.36,0.0,0.0
612,2,17,7,9.43,10.42,8.71,59.9,60.56,1.43,43.65
613,2,17,8,15.92,16.91,14.87,44.04,264.46,8.3,242.97
614,2,17,9,21.34,22.04,20.55,29.65,462.82,17.99,463.65
615,2,17,10,25.7,26.39,24.98,22.36,617.4,22.82,549.24
616,2,17,11,29.49,30.27,28.76,17.75,706.93,27.96,648.57
617,2,17,12,31.36,31.88,30.96,15.32,755.37,30.42,698.29
618,2,17,13,32.51,33.04,32.16,14.34,746.34,29.87,690.57
619,2,17,14,33.21,33.5,32.9,13.85,672.27,25.75,620.0
620,2,17,15,33.52,33.93,33.16,13.85,533.06,16.29,462.09
621,2,17,16,33.23,33.47,32.96,15.01,342.15,10.04,326.42
622,2,17,17,31.25,31.79,30.71,16.33,157.16,4.02,151.23
623,2,17,18,26.85,27.64,26.0,21.16,10.33,0.39,9.85
624,2,18,6,8.38,8.62,8.14,58.15,0.34,0.0,0.0
625,2,18,7,9.98,10.75,9.19,53.31,64.02,1.5,46.63
626,2,18,8,15.14,16.07,14.21,42.55,266.31,8.47,247.5
627,2,18,9,21.18,22.17,20.22,31.02,464.6,18.15,465.55
628,2,18,10,26.84,27.55,26.02,21.12,613.78,22.93,548.84
629,2,18,11,30.29,30.92,29.81,16.78,706.35,28.11,646.43
630,2,18,12,32.21,32.8,31.77,14.79,746.49,30.51,693.0
631,2,18,13,33.12,33.68,32.59,13.36,744.48,30.01,686.57
632,2,18,14,33.31,33.74,32.98,12.85,679.51,26.3,627.69
633,2,18,15,33.06,33.59,32.58,13.24,503.85,18.7,450.64
634,2,18,16,31.22,31.66,30.78,15.24,193.78,11.44,245.32
635,2,18,17,29.26,29.56,28.9,19.84,66.72,3.52,72.98
636,2,18,18,26.82,27.23,26.45,22.02,3.67,0.25,4.42
637,2,19,6,10.46,10.75,10.19,60.18,0.56,0.0,0.0
638,2,19,7,12.7,13.28,12.23,53.72,31.07,0.57,22.86
639,2,19,8,15.39,15.93,14.71,50.08,83.98,3.87,85.25
640,2,19,9,19.57,20.34,18.86,39.5,231.8,10.32,227.4
641,2,19,10,22.58,23.07,22.16,35.75,263.34,12.68,242.41
642,2,19,11,25.92,26.56,25.1,24.85,494.92,22.65,480.41
643,2,19,12,29.2,29.58,28.95,18.15,616.12,26.34,565.67
644,2,19,13,30.36,30.78,30.06,15.98,499.8,21.45,445.16
645,2,19,14,30.69,31.05,30.36,14.89,463.59,19.85,429.13
646,2,19,15,30.89,31.46,30.45,16.1,452.39,18.69,452.24
647,2,19,16,30.73,31.1,30.32,17.34,315.36,13.22,343.95
648,2,19,17,28.82,29.36,28.38,19.4,79.39,4.62,97.55
649,2,19,18,26.43,26.89,25.92,23.38,4.56,0.34,3.87
650,2,20,6,11.94,12.17,11.77,66.28,0.4,0.0,0.0
651,2,20,7,12.43,12.9,12.03,63.54,28.71,1.29,23.35
652,2,20,8,15.79,16.52,14.83,56.46,150.95,6.86,159.88
653,2,20,9,20.66,21.73,19.79,42.26,287.59,12.83,269.38
654,2,20,10,24.84,25.46,24.42,27.72,386.98,20.03,435.39
655,2,20,11,27.55,28.45,26.86,20.7,632.43,27.78,630.87
656,2,20,12,30.03,30.6,29.57,15.96,560.63,26.4,570.64
657,2,20,13,30.36,30.92,29.98,14.47,388.86,18.58,374.3
658,2,20,14,29.89,30.28,29.72,13.06,283.17,13.37,263.66
659,2,20,15,30.77,31.44,30.31,12.21,425.14,15.75,349.13
660,2,20,16,30.16,30.35,29.96,13.39,191.46,9.84,206.4
661,2,20,17,28.75,29.13,28.32,14.98,58.8,3.0,61.12
662,2,20,18,26.28,26.78,25.81,21.93,4.17,0.24,3.72
663,2,21,6,9.71,10.02,9.45,68.31,0.4,0.0,0.0
664,2,21,7,10.12,10.76,9.56,68.12,55.32,1.69,42.22
665,2,21,8,15.7,16.76,14.46,55.74,268.08,8.83,252.1
666,2,21,9,20.98,21.64,20.37,42.91,458.45,18.4,464.35
667,2,21,10,24.82,25.55,24.05,30.33,609.54,23.42,551.51
668,2,21,11,28.48,29.28,27.77,19.9,706.61,28.66,653.29
669,2,21,12,30.48,31.02,30.0,15.84,759.04,31.13,702.86
670,2,21,13,31.99,32.52,31.44,14.65,755.71,30.34,695.86
671,2,21,14,34.26,34.71,33.79,12.0,683.06,26.37,628.53
672,2,21,15,34.84,35.39,34.29,12.15,564.93,19.9,497.29
673,2,21,16,33.2,33.58,32.84,15.3,389.36,14.25,390.37
674,2,21,17,31.47,31.82,31.08,15.08,180.02,5.67,177.27
675,2,21,18,28.69,29.22,28.26,16.42,19.63,0.49,14.82
676,2,22,6,7.54,8.11,7.19,59.11,0.54,0.0,0.0
677,2,22,7,8.47,9.29,7.7,56.49,67.52,1.8,58.9
678,2,22,8,14.79,16.26,13.33,44.43,286.1,9.12,272.38
679,2,22,9,21.39,22.15,20.68,25.92,478.91,18.69,491.92
680,2,22,10,26.29,27.31,25.47,16.57,642.48,23.88,581.83
681,2,22,11,29.77,30.41,29.23,12.29,735.8,29.06,685.57
682,2,22,12,31.22,31.61,30.73,10.08,792.38,31.55,734.14
683,2,22,13,32.29,32.83,31.87,8.84,799.16,30.9,725.57
684,2,22,14,33.33,33.71,33.03,7.79,739.63,27.08,656.0
685,2,22,15,33.76,34.12,33.48,7.33,606.93,20.56,525.19
686,2,22,16,33.35,33.8,32.97,8.54,411.36,15.0,415.95
687,2,22,17,30.76,31.22,30.31,13.57,186.73,5.88,184.4
688,2,22,18,27.36,27.92,26.74,16.11,18.44,0.51,16.01
689,2,23,6,5.88,6.44,5.51,58.14,0.6,0.0,0.0
690,2,23,7,6.13,6.85,5.48,59.97,79.46,1.87,59.71
691,2,23,8,12.65,13.95,11.26,47.03,291.34,9.23,270.75
692,2,23,9,20.03,20.99,19.17,25.89,483.84,18.65,493.22
693,2,23,10,23.88,24.42,23.33,15.42,633.16,23.17,558.09
694,2,23,11,26.52,27.17,26.04,11.7,722.01,28.63,676.01
695,2,23,12,29.05,29.51,28.49,10.26,735.92,30.0,690.71
696,2,23,13,30.7,31.17,30.24,8.11,750.88,29.9,695.71
697,2,23,14,31.6,31.98,31.14,7.97,714.26,26.54,638.21
698,2,23,15,31.69,32.01,31.37,7.55,548.94,20.38,503.69
699,2,23,16,31.67,31.98,31.39,6.79,403.34,14.76,402.18
700,2,23,17,29.91,30.37,29.36,9.02,197.42,6.13,205.87
701,2,23,18,26.36,26.87,25.92,14.56,12.41,0.54,12.55
702,2,24,6,5.1,5.46,4.7,51.71,0.65,0.0,0.0
703,2,24,7,5.89,6.79,5.16,48.07,74.06,1.89,61.04
704,2,24,8,11.8,12.81,10.75,31.82,296.12,9.21,282.35
705,2,24,9,17.55,18.39,16.65,20.32,464.58,17.87,476.47
706,2,24,10,22.29,22.85,21.58,13.68,616.41,22.77,554.3
707,2,24,11,25.32,25.79,24.92,12.7,710.79,28.65,677.14
708,2,24,12,27.55,28.04,27.11,11.34,754.07,30.35,701.29
709,2,24,13,29.34,29.9,28.85,9.24,765.32,29.46,681.71
710,2,24,14,30.04,30.4,29.64,8.66,703.26,26.68,642.74
711,2,24,15,30.92,31.23,30.61,8.23,578.51,20.21,505.97
712,2,24,16,31.25,31.61,30.91,7.97,378.99,14.71,394.48
713,2,24,17,29.48,30.23,28.37,12.26,174.76,5.91,176.53
714,2,24,18,24.4,25.01,23.9,21.82,12.94,0.56,13.16
715,2,25,6,5.84,6.13,5.48,70.08,0.48,0.0,0.0
716,2,25,7,5.88,6.72,5.33,74.01,55.83,1.85,53.53
717,2,25,8,12.5,13.69,11.29,51.49,257.84,8.39,206.82
718,2,25,9,18.49,19.22,17.72,30.96,461.23,18.12,473.4
719,2,25,10,23.15,23.97,22.35,21.82,591.31,21.5,500.87
720,2,25,11,26.38,26.78,25.99,16.13,683.49,27.54,634.11
721,2,25,12,28.53,29.14,27.98,13.16,775.55,31.07,717.71
722,2,25,13,30.44,30.88,30.07,11.31,771.91,31.04,722.43
723,2,25,14,31.4,31.88,30.92,10.35,713.66,27.43,661.57
724,2,25,15,31.69,32.17,31.23,10.11,597.17,21.21,535.79
725,2,25,16,31.44,31.82,31.05,10.48,396.83,14.82,386.97
726,2,25,17,30.18,30.58,29.73,12.22,189.87,6.21,197.8
727,2,25,18,26.17,26.93,25.37,16.24,20.08,0.58,16.2
728,2,26,6,8.66,9.14,8.15,52.58,0.82,0.0,0.0
729,2,26,7,9.11,9.8,8.51,53.25,86.39,2.05,65.86
730,2,26,8,14.39,15.65,13.16,43.47,299.91,9.37,282.92
731,2,26,9,21.76,22.59,20.81,30.35,489.95,19.12,502.72
732,2,26,10,26.2,26.83,25.49,17.53,632.15,23.9,581.04
733,2,26,11,29.1,29.6,28.59,13.68,720.08,28.66,674.86
734,2,26,12,31.7,32.16,31.37,11.88,758.65,31.06,719.29
735,2,26,13,32.78,33.23,32.29,12.8,766.74,30.27,709.86
736,2,26,14,33.52,33.99,33.02,10.89,715.59,26.76,649.14
737,2,26,15,32.98,33.29,32.69,11.25,589.13,20.66,524.56
738,2,26,16,32.4,32.76,32.14,11.73,404.62,15.17,417.17
739,2,26,17,30.82,31.24,30.37,13.03,193.97,6.16,193.62
740,2,26,18,26.88,27.55,26.12,15.71,20.95,0.61,18.31
741,2,27,6,8.41,8.9,7.97,53.68,0.77,0.0,0.01
742,2,27,7,9.22,10.07,8.5,53.59,86.0,2.11,64.75
743,2,27,8,15.96,17.35,14.64,37.32,296.56,9.51,278.23
744,2,27,9,22.79,23.34,22.09,25.19,471.24,19.42,502.5
745,2,27,10,26.14,26.64,25.53,20.09,502.79,20.93,492.09
746,2,27,11,29.12,29.88,28.19,14.97,636.18,26.22,596.09
747,2,27,12,32.07,32.66,31.6,11.8,748.54,31.27,718.43
748,2,27,13,33.24,33.62,32.82,10.4,747.53,30.17,695.29
749,2,27,14,33.63,34.2,33.08,9.83,678.73,25.97,615.99
750,2,27,15,33.74,34.22,33.35,10.16,580.98,20.58,514.91
751,2,27,16,33.1,33.53,32.78,11.12,388.67,14.86,397.67
752,2,27,17,31.3,31.74,30.75,13.74,188.68,6.19,191.22
753,2,27,18,27.36,28.03,26.78,17.43,15.42,0.62,13.84
754,2,28,6,10.14,10.94,9.47,48.19,0.89,0.01,0.0
755,2,28,7,9.85,10.58,9.22,51.43,88.54,2.2,67.75
756,2,28,8,16.49,17.7,15.19,42.71,297.55,9.7,280.53
757,2,28,9,23.4,24.21,22.46,23.28,477.81,19.48,497.05
758,2,28,10,27.32,27.83,26.78,17.16,615.62,24.15,578.01
759,2,28,11,30.84,31.47,30.25,12.36,706.64,29.46,680.43
760,2,28,12,32.53,33.01,32.22,8.56,764.33,31.97,729.43
761,2,28,13,33.16,33.65,32.69,8.67,775.14,31.19,719.14
762,2,28,14,33.56,34.07,33.1,10.76,721.94,27.34,653.14
763,2,28,15,33.29,33.66,32.96,12.11,593.72,20.99,524.91
764,2,28,16,32.56,32.86,32.28,12.38,408.15,15.4,419.68
765,2,28,17,31.14,31.5,30.71,12.37,194.65,6.3,195.2
766,2,28,18,27.33,28.13,26.44,13.26,21.89,0.65,18.99
767,2,29,6,9.05,9.69,8.28,45.34,1.26,0.01,0.03
768,2,29,7,9.97,10.86,9.04,46.7,94.04,2.26,72.47
769,2,29,8,16.17,17.16,15.13,37.57,304.69,9.81,289.68
770,2,29,9,22.8,23.63,21.79,24.6,491.16,19.71,509.47
771,2,29,10,26.9,27.47,26.34,16.46,634.44,24.32,587.97
772,2,29,11,30.08,30.68,29.5,12.74,714.99,29.04,681.57
773,2,29,12,32.41,32.92,31.94,10.79,767.03,31.45,730.29
