ID;Year;DOY;TIME;Batt;UV;RS-CM6-A
101;2015;298;850;13.38;17.61;406.5
101;2015;298;900;13.36;19.23;439.1
101;2015;298;910;13.35;20.82;468.7
101;2015;298;920;13.34;22.37;498.9
101;2015;298;930;13.33;23.85;527.6
101;2015;298;940;13.32;25.27;553.4
101;2015;298;950;13.3;26.45;578.5
101;2015;298;1000;13.29;28.03;603.7
101;2015;298;1010;13.28;29.26;623.9
101;2015;298;1020;13.27;30.36;640.8
101;2015;298;1030;13.26;31.24;655.5
101;2015;298;1040;13.25;32.34;673.7
101;2015;298;1050;13.24;33.16;688
101;2015;298;1100;13.23;33.9;699.4
101;2015;298;1110;13.22;34.63;714
101;2015;298;1120;13.22;35.49;731
101;2015;298;1130;13.21;36;738
101;2015;298;1140;13.2;36.46;746
101;2015;298;1150;13.2;36.66;747
101;2015;298;1200;13.2;36.82;755
101;2015;298;1210;13.19;36.86;756
101;2015;298;1220;13.18;36.92;759
101;2015;298;1230;13.18;37.01;758
101;2015;298;1240;13.17;36.6;754
101;2015;298;1250;13.16;36.32;752
101;2015;298;1300;13.15;35.87;741
101;2015;298;1310;13.14;35.28;732
101;2015;298;1320;13.14;34.6;719
101;2015;298;1330;13.14;33.66;707
101;2015;298;1340;13.13;32.77;691
101;2015;298;1350;13.13;32.32;682.6
101;2015;298;1400;13.13;30.62;641.4
101;2015;298;1410;13.12;30.3;647.3
101;2015;298;1420;13.12;29.08;626.9
101;2015;298;1430;13.12;27.29;588.5
101;2015;298;1440;13.12;25.61;551.3
101;2015;298;1450;13.12;24.89;549.9
101;2015;298;1500;13.12;22.92;504.7
101;2015;298;1510;13.12;22.01;494.6
101;2015;298;1520;13.12;20.27;455.4
101;2015;298;1530;13.12;18.57;424.5
101;2015;298;1540;13.12;17.66;417.2
101;2015;298;1550;13.12;15.56;369
101;2015;298;1600;13.12;13.65;322.3
101;2015;298;1610;13.13;10.5;212.8
101;2015;298;1620;13.14;10.2;255
101;2015;298;1630;13.14;9.4;243.2
101;2015;298;1640;13.15;7.72;190.2
101;2015;298;1650;13.16;6.178;166.5
101;2015;298;1700;13.16;4.573;116
101;2015;298;1710;13.12;3.228;66.66
101;2015;298;1720;13.04;2.157;39.92
101;2015;298;1730;13.01;1.333;26.11
101;2015;298;1740;12.99;0.672;11.69
